campaign_id,title,description,product,channel,target_region,start_date,end_date,owner_id,budget,status
4160,NeuroWell Provider Outreach Campaign 4160,Marketing campaign for NeuroWell through Provider Outreach,NeuroWell,Provider Outreach,Southeast,2025-08-06,2025-11-17,221,83583.04,completed
4161,CardioPlus Email Campaign 4161,Marketing campaign for CardioPlus through Email,CardioPlus,Email,Northeast,2025-01-17,2025-03-14,47,239377.78,planned
4162,RespiraCare Referral Campaign 4162,Marketing campaign for RespiraCare through Referral,RespiraCare,Referral,National,2025-05-21,2025-06-18,317,192840.12,active
4163,OncoGuide Social Media Campaign 4163,Marketing campaign for OncoGuide through Social Media,OncoGuide,Social Media,Northeast,2024-07-26,2024-10-02,450,173450.18,active
4164,OncoGuide Organic Search Campaign 4164,Marketing campaign for OncoGuide through Organic Search,OncoGuide,Organic Search,Northeast,2025-03-08,2025-03-23,232,62434.9,active
4165,NeuroWell Email Campaign 4165,Marketing campaign for NeuroWell through Email,NeuroWell,Email,Southeast,2025-11-17,2026-02-22,271,177231.19,completed
4166,RespiraCare Social Media Campaign 4166,Marketing campaign for RespiraCare through Social Media,RespiraCare,Social Media,Midwest,2025-09-29,2025-10-31,450,248953.86,active
4167,OncoGuide Referral Campaign 4167,Marketing campaign for OncoGuide through Referral,OncoGuide,Referral,West,2025-07-07,2025-08-04,223,10443.56,planned
4168,CareBridge Social Media Campaign 4168,Marketing campaign for CareBridge through Social Media,CareBridge,Social Media,Southwest,2026-02-23,2026-05-01,364,33620.06,paused
4169,RespiraCare Email Campaign 4169,Marketing campaign for RespiraCare through Email,RespiraCare,Email,Northeast,2026-01-26,2026-04-21,242,64436.12,completed
4170,RespiraCare Paid Search Campaign 4170,Marketing campaign for RespiraCare through Paid Search,RespiraCare,Paid Search,Southwest,2025-02-01,2025-03-22,466,235888.24,planned
4171,VitalPath Email Campaign 4171,Marketing campaign for VitalPath through Email,VitalPath,Email,West,2025-03-22,2025-05-25,136,10565.03,completed
4172,DermAssist Referral Campaign 4172,Marketing campaign for DermAssist through Referral,DermAssist,Referral,Midwest,2024-11-28,2025-03-22,377,9784.92,planned
4173,OncoGuide Content Marketing Campaign 4173,Marketing campaign for OncoGuide through Content Marketing,OncoGuide,Content Marketing,National,2025-05-02,2025-07-07,154,236506.6,active
4174,OncoGuide Webinar Campaign 4174,Marketing campaign for OncoGuide through Webinar,OncoGuide,Webinar,Midwest,2025-05-23,2025-06-06,301,26685.48,planned
4175,CareBridge Content Marketing Campaign 4175,Marketing campaign for CareBridge through Content Marketing,CareBridge,Content Marketing,National,2024-12-20,2025-04-17,10,144566.99,paused
4176,NeuroWell Paid Search Campaign 4176,Marketing campaign for NeuroWell through Paid Search,NeuroWell,Paid Search,Southeast,2024-07-03,2024-10-18,369,84484.36,completed
4177,NeuroWell Organic Search Campaign 4177,Marketing campaign for NeuroWell through Organic Search,NeuroWell,Organic Search,West,2025-01-31,2025-03-06,358,35890.3,planned
4178,NeuroWell Display Ads Campaign 4178,Marketing campaign for NeuroWell through Display Ads,NeuroWell,Display Ads,National,2024-12-25,2025-03-13,429,163036.65,completed
4179,RespiraCare Email Campaign 4179,Marketing campaign for RespiraCare through Email,RespiraCare,Email,National,2024-10-17,2024-12-14,472,238797.81,completed
4180,DermAssist Social Media Campaign 4180,Marketing campaign for DermAssist through Social Media,DermAssist,Social Media,Northeast,2025-05-08,2025-07-12,90,150166.15,planned
4181,DermAssist Organic Search Campaign 4181,Marketing campaign for DermAssist through Organic Search,DermAssist,Organic Search,Midwest,2024-06-24,2024-07-22,469,204816.62,paused
4182,VitalPath Referral Campaign 4182,Marketing campaign for VitalPath through Referral,VitalPath,Referral,Southeast,2026-01-25,2026-03-03,238,139384.33,paused
4183,VitalPath Webinar Campaign 4183,Marketing campaign for VitalPath through Webinar,VitalPath,Webinar,Northeast,2024-05-18,2024-06-29,43,134286.48,active
4184,DermAssist Referral Campaign 4184,Marketing campaign for DermAssist through Referral,DermAssist,Referral,West,2024-05-02,2024-06-17,466,223050.83,planned
4185,VitalPath Paid Search Campaign 4185,Marketing campaign for VitalPath through Paid Search,VitalPath,Paid Search,Southwest,2025-10-18,2026-02-06,304,209682.2,planned
4186,OncoGuide Organic Search Campaign 4186,Marketing campaign for OncoGuide through Organic Search,OncoGuide,Organic Search,Southeast,2025-12-29,2026-02-20,424,153460.59,completed
4187,RespiraCare SMS Campaign 4187,Marketing campaign for RespiraCare through SMS,RespiraCare,SMS,Southeast,2025-10-15,2025-12-10,492,150275.55,planned
4188,DermAssist Content Marketing Campaign 4188,Marketing campaign for DermAssist through Content Marketing,DermAssist,Content Marketing,Midwest,2024-12-26,2025-04-13,407,103471.0,paused
4189,GlucoTrack Paid Search Campaign 4189,Marketing campaign for GlucoTrack through Paid Search,GlucoTrack,Paid Search,Southwest,2025-05-07,2025-08-05,311,171113.0,active
4190,DermAssist Display Ads Campaign 4190,Marketing campaign for DermAssist through Display Ads,DermAssist,Display Ads,Southeast,2024-05-01,2024-08-13,157,104684.26,paused
4191,GlucoTrack Paid Search Campaign 4191,Marketing campaign for GlucoTrack through Paid Search,GlucoTrack,Paid Search,Northeast,2026-02-25,2026-04-12,167,249338.13,completed
4192,CardioPlus Paid Search Campaign 4192,Marketing campaign for CardioPlus through Paid Search,CardioPlus,Paid Search,National,2025-06-03,2025-08-29,238,219914.05,active
4193,NeuroWell Social Media Campaign 4193,Marketing campaign for NeuroWell through Social Media,NeuroWell,Social Media,West,2024-09-05,2024-10-03,398,96592.17,paused
4194,NeuroWell Webinar Campaign 4194,Marketing campaign for NeuroWell through Webinar,NeuroWell,Webinar,National,2024-06-03,2024-06-17,469,116251.08,planned
4195,NeuroWell Email Campaign 4195,Marketing campaign for NeuroWell through Email,NeuroWell,Email,Southwest,2024-07-27,2024-11-03,260,172654.2,completed
4196,GlucoTrack Social Media Campaign 4196,Marketing campaign for GlucoTrack through Social Media,GlucoTrack,Social Media,West,2025-02-14,2025-03-13,380,183439.09,paused
4197,VitalPath Paid Search Campaign 4197,Marketing campaign for VitalPath through Paid Search,VitalPath,Paid Search,Midwest,2025-07-09,2025-10-07,65,159450.1,paused
4198,NeuroWell Social Media Campaign 4198,Marketing campaign for NeuroWell through Social Media,NeuroWell,Social Media,Southwest,2024-05-25,2024-09-16,439,131655.04,completed
4199,DermAssist Referral Campaign 4199,Marketing campaign for DermAssist through Referral,DermAssist,Referral,West,2026-03-03,2026-07-01,75,215612.73,paused
4200,RespiraCare Social Media Campaign 4200,Marketing campaign for RespiraCare through Social Media,RespiraCare,Social Media,Southwest,2025-05-20,2025-08-25,54,242381.16,paused
4201,CardioPlus Email Campaign 4201,Marketing campaign for CardioPlus through Email,CardioPlus,Email,Southwest,2025-10-10,2025-11-24,27,119155.2,completed
4202,RespiraCare Webinar Campaign 4202,Marketing campaign for RespiraCare through Webinar,RespiraCare,Webinar,National,2025-08-08,2025-11-04,314,80220.34,completed
4203,RespiraCare Paid Search Campaign 4203,Marketing campaign for RespiraCare through Paid Search,RespiraCare,Paid Search,Northeast,2026-02-21,2026-06-17,159,212949.76,paused
4204,OncoGuide Provider Outreach Campaign 4204,Marketing campaign for OncoGuide through Provider Outreach,OncoGuide,Provider Outreach,National,2025-02-24,2025-05-23,464,36453.12,completed
4205,RespiraCare Display Ads Campaign 4205,Marketing campaign for RespiraCare through Display Ads,RespiraCare,Display Ads,West,2024-11-24,2025-03-01,119,208095.12,planned
4206,RespiraCare Social Media Campaign 4206,Marketing campaign for RespiraCare through Social Media,RespiraCare,Social Media,National,2025-10-04,2025-12-07,16,87197.99,active
4207,DermAssist Content Marketing Campaign 4207,Marketing campaign for DermAssist through Content Marketing,DermAssist,Content Marketing,Southwest,2026-04-02,2026-07-03,265,185970.72,paused
4208,DermAssist Display Ads Campaign 4208,Marketing campaign for DermAssist through Display Ads,DermAssist,Display Ads,Southeast,2025-01-25,2025-04-13,438,128323.64,paused
4209,GlucoTrack Provider Outreach Campaign 4209,Marketing campaign for GlucoTrack through Provider Outreach,GlucoTrack,Provider Outreach,Midwest,2024-12-29,2025-03-06,341,120806.98,active
4210,VitalPath Social Media Campaign 4210,Marketing campaign for VitalPath through Social Media,VitalPath,Social Media,Southwest,2024-12-11,2025-03-21,20,17026.93,planned
4211,VitalPath Display Ads Campaign 4211,Marketing campaign for VitalPath through Display Ads,VitalPath,Display Ads,Northeast,2026-01-03,2026-04-14,431,239453.48,active
4212,CardioPlus Display Ads Campaign 4212,Marketing campaign for CardioPlus through Display Ads,CardioPlus,Display Ads,Southeast,2024-12-19,2025-03-27,14,128441.68,paused
4213,NeuroWell Social Media Campaign 4213,Marketing campaign for NeuroWell through Social Media,NeuroWell,Social Media,West,2025-07-15,2025-08-18,77,179727.65,completed
4214,NeuroWell Provider Outreach Campaign 4214,Marketing campaign for NeuroWell through Provider Outreach,NeuroWell,Provider Outreach,West,2024-11-22,2024-12-07,121,146665.79,completed
4215,CardioPlus Organic Search Campaign 4215,Marketing campaign for CardioPlus through Organic Search,CardioPlus,Organic Search,Southeast,2024-07-27,2024-10-19,171,58379.45,paused
4216,VitalPath Social Media Campaign 4216,Marketing campaign for VitalPath through Social Media,VitalPath,Social Media,National,2024-12-18,2025-01-26,82,80449.81,completed
4217,VitalPath Organic Search Campaign 4217,Marketing campaign for VitalPath through Organic Search,VitalPath,Organic Search,National,2026-01-05,2026-02-03,146,67832.98,planned
4218,OncoGuide Social Media Campaign 4218,Marketing campaign for OncoGuide through Social Media,OncoGuide,Social Media,Southwest,2024-09-10,2024-10-11,496,69156.06,planned
4219,DermAssist Email Campaign 4219,Marketing campaign for DermAssist through Email,DermAssist,Email,National,2024-11-30,2025-02-06,406,147534.53,completed
4220,VitalPath Email Campaign 4220,Marketing campaign for VitalPath through Email,VitalPath,Email,Southeast,2024-12-17,2025-02-16,177,228572.01,planned
4221,VitalPath Webinar Campaign 4221,Marketing campaign for VitalPath through Webinar,VitalPath,Webinar,Southwest,2024-05-19,2024-07-24,59,21189.8,completed
4222,RespiraCare Display Ads Campaign 4222,Marketing campaign for RespiraCare through Display Ads,RespiraCare,Display Ads,Northeast,2024-11-09,2025-03-04,185,200401.27,active
4223,NeuroWell Content Marketing Campaign 4223,Marketing campaign for NeuroWell through Content Marketing,NeuroWell,Content Marketing,National,2024-07-10,2024-10-02,289,26031.22,active
4224,CardioPlus Provider Outreach Campaign 4224,Marketing campaign for CardioPlus through Provider Outreach,CardioPlus,Provider Outreach,Southwest,2025-04-23,2025-08-01,375,83257.15,paused
4225,OncoGuide Referral Campaign 4225,Marketing campaign for OncoGuide through Referral,OncoGuide,Referral,National,2024-07-06,2024-08-08,87,163329.53,planned
4226,RespiraCare Provider Outreach Campaign 4226,Marketing campaign for RespiraCare through Provider Outreach,RespiraCare,Provider Outreach,Midwest,2025-01-25,2025-03-29,152,140691.94,active
4227,RespiraCare SMS Campaign 4227,Marketing campaign for RespiraCare through SMS,RespiraCare,SMS,Midwest,2025-09-20,2025-10-04,480,94320.06,completed
4228,CareBridge Social Media Campaign 4228,Marketing campaign for CareBridge through Social Media,CareBridge,Social Media,Southwest,2024-05-27,2024-06-26,497,177306.12,planned
4229,RespiraCare Social Media Campaign 4229,Marketing campaign for RespiraCare through Social Media,RespiraCare,Social Media,Southeast,2025-05-10,2025-07-26,250,60325.44,paused
4230,CardioPlus Webinar Campaign 4230,Marketing campaign for CardioPlus through Webinar,CardioPlus,Webinar,Southwest,2025-03-01,2025-04-08,296,170558.43,planned
4231,NeuroWell Provider Outreach Campaign 4231,Marketing campaign for NeuroWell through Provider Outreach,NeuroWell,Provider Outreach,National,2024-05-10,2024-07-29,92,142694.59,active
4232,OncoGuide Organic Search Campaign 4232,Marketing campaign for OncoGuide through Organic Search,OncoGuide,Organic Search,West,2025-03-12,2025-06-06,9,39967.67,paused
4233,CardioPlus Provider Outreach Campaign 4233,Marketing campaign for CardioPlus through Provider Outreach,CardioPlus,Provider Outreach,West,2025-02-02,2025-03-31,347,28733.31,planned
4234,VitalPath Email Campaign 4234,Marketing campaign for VitalPath through Email,VitalPath,Email,Northeast,2025-03-18,2025-06-22,481,229668.67,completed
4235,CardioPlus Email Campaign 4235,Marketing campaign for CardioPlus through Email,CardioPlus,Email,Southeast,2025-09-26,2025-10-23,89,54179.98,completed
4236,VitalPath Provider Outreach Campaign 4236,Marketing campaign for VitalPath through Provider Outreach,VitalPath,Provider Outreach,Southeast,2024-12-13,2025-03-15,17,150985.76,planned
4237,GlucoTrack Referral Campaign 4237,Marketing campaign for GlucoTrack through Referral,GlucoTrack,Referral,National,2025-02-08,2025-03-17,373,163316.2,active
4238,NeuroWell Content Marketing Campaign 4238,Marketing campaign for NeuroWell through Content Marketing,NeuroWell,Content Marketing,Northeast,2025-11-24,2026-03-05,419,184468.86,active
4239,OncoGuide Paid Search Campaign 4239,Marketing campaign for OncoGuide through Paid Search,OncoGuide,Paid Search,Midwest,2025-07-10,2025-09-10,401,3603.78,active
4240,OncoGuide Organic Search Campaign 4240,Marketing campaign for OncoGuide through Organic Search,OncoGuide,Organic Search,Northeast,2024-05-06,2024-07-20,44,230152.13,planned
4241,OncoGuide Referral Campaign 4241,Marketing campaign for OncoGuide through Referral,OncoGuide,Referral,Southwest,2026-03-15,2026-06-08,65,60593.87,paused
4242,VitalPath Email Campaign 4242,Marketing campaign for VitalPath through Email,VitalPath,Email,West,2025-11-19,2026-01-07,94,80942.46,completed
4243,VitalPath Organic Search Campaign 4243,Marketing campaign for VitalPath through Organic Search,VitalPath,Organic Search,Southeast,2025-05-03,2025-08-19,278,222994.04,planned
4244,OncoGuide Referral Campaign 4244,Marketing campaign for OncoGuide through Referral,OncoGuide,Referral,National,2025-02-22,2025-04-01,78,208156.91,planned
4245,CardioPlus Webinar Campaign 4245,Marketing campaign for CardioPlus through Webinar,CardioPlus,Webinar,National,2024-06-17,2024-07-22,216,66895.5,paused
4246,DermAssist Organic Search Campaign 4246,Marketing campaign for DermAssist through Organic Search,DermAssist,Organic Search,Midwest,2025-01-26,2025-04-14,297,185940.96,paused
4247,CareBridge Email Campaign 4247,Marketing campaign for CareBridge through Email,CareBridge,Email,Midwest,2025-02-28,2025-03-15,433,162742.9,paused
4248,RespiraCare SMS Campaign 4248,Marketing campaign for RespiraCare through SMS,RespiraCare,SMS,Southwest,2024-08-16,2024-11-26,322,46690.36,active
4249,RespiraCare Display Ads Campaign 4249,Marketing campaign for RespiraCare through Display Ads,RespiraCare,Display Ads,West,2025-04-04,2025-06-27,239,125220.06,completed
4250,RespiraCare Provider Outreach Campaign 4250,Marketing campaign for RespiraCare through Provider Outreach,RespiraCare,Provider Outreach,Southwest,2024-04-28,2024-07-07,2,81565.86,paused
4251,GlucoTrack Organic Search Campaign 4251,Marketing campaign for GlucoTrack through Organic Search,GlucoTrack,Organic Search,West,2025-12-10,2025-12-30,223,226505.82,paused
4252,RespiraCare Organic Search Campaign 4252,Marketing campaign for RespiraCare through Organic Search,RespiraCare,Organic Search,Northeast,2026-04-03,2026-05-06,280,101524.73,active
4253,CareBridge Paid Search Campaign 4253,Marketing campaign for CareBridge through Paid Search,CareBridge,Paid Search,Southwest,2025-05-20,2025-09-12,76,177738.61,completed
4254,CardioPlus SMS Campaign 4254,Marketing campaign for CardioPlus through SMS,CardioPlus,SMS,Southwest,2024-07-19,2024-09-27,14,51381.16,planned
4255,CareBridge Email Campaign 4255,Marketing campaign for CareBridge through Email,CareBridge,Email,National,2025-08-31,2025-11-19,483,85668.15,paused
4256,NeuroWell Paid Search Campaign 4256,Marketing campaign for NeuroWell through Paid Search,NeuroWell,Paid Search,National,2025-06-13,2025-08-31,6,173423.5,paused
4257,DermAssist Paid Search Campaign 4257,Marketing campaign for DermAssist through Paid Search,DermAssist,Paid Search,West,2025-02-05,2025-03-30,242,38653.27,active
4258,OncoGuide Webinar Campaign 4258,Marketing campaign for OncoGuide through Webinar,OncoGuide,Webinar,National,2026-03-15,2026-04-13,451,35983.43,completed
4259,RespiraCare Paid Search Campaign 4259,Marketing campaign for RespiraCare through Paid Search,RespiraCare,Paid Search,Northeast,2024-10-19,2024-12-19,345,210098.36,planned
4260,RespiraCare Referral Campaign 4260,Marketing campaign for RespiraCare through Referral,RespiraCare,Referral,Southwest,2025-07-09,2025-10-08,44,7870.97,planned
4261,CardioPlus Referral Campaign 4261,Marketing campaign for CardioPlus through Referral,CardioPlus,Referral,National,2025-10-15,2025-11-13,242,195522.78,paused
4262,OncoGuide Email Campaign 4262,Marketing campaign for OncoGuide through Email,OncoGuide,Email,National,2025-04-29,2025-05-26,188,121445.99,planned
4263,RespiraCare Email Campaign 4263,Marketing campaign for RespiraCare through Email,RespiraCare,Email,Southeast,2025-11-01,2025-11-22,242,73390.37,paused
4264,VitalPath Content Marketing Campaign 4264,Marketing campaign for VitalPath through Content Marketing,VitalPath,Content Marketing,National,2025-06-17,2025-09-13,191,96688.85,active
4265,GlucoTrack Email Campaign 4265,Marketing campaign for GlucoTrack through Email,GlucoTrack,Email,Northeast,2025-09-02,2025-10-23,212,83898.2,planned
4266,CardioPlus Email Campaign 4266,Marketing campaign for CardioPlus through Email,CardioPlus,Email,Northeast,2024-05-14,2024-09-11,293,170042.54,planned
4267,DermAssist Email Campaign 4267,Marketing campaign for DermAssist through Email,DermAssist,Email,Northeast,2025-05-08,2025-08-01,378,182448.65,completed
4268,RespiraCare Content Marketing Campaign 4268,Marketing campaign for RespiraCare through Content Marketing,RespiraCare,Content Marketing,National,2024-05-24,2024-06-26,179,119968.17,active
4269,OncoGuide Email Campaign 4269,Marketing campaign for OncoGuide through Email,OncoGuide,Email,National,2025-10-15,2026-01-24,317,23231.37,active
4270,VitalPath Webinar Campaign 4270,Marketing campaign for VitalPath through Webinar,VitalPath,Webinar,National,2025-08-12,2025-10-25,187,163160.29,completed
4271,CareBridge SMS Campaign 4271,Marketing campaign for CareBridge through SMS,CareBridge,SMS,National,2025-08-27,2025-10-09,445,149965.75,paused
4272,OncoGuide SMS Campaign 4272,Marketing campaign for OncoGuide through SMS,OncoGuide,SMS,National,2025-11-19,2026-01-11,131,40382.94,completed
4273,CardioPlus Webinar Campaign 4273,Marketing campaign for CardioPlus through Webinar,CardioPlus,Webinar,Midwest,2025-09-19,2025-12-25,85,23595.01,planned
4274,NeuroWell Display Ads Campaign 4274,Marketing campaign for NeuroWell through Display Ads,NeuroWell,Display Ads,National,2025-01-13,2025-05-06,369,75055.02,completed
4275,VitalPath Content Marketing Campaign 4275,Marketing campaign for VitalPath through Content Marketing,VitalPath,Content Marketing,Southwest,2024-06-28,2024-08-05,123,192535.54,paused
4276,VitalPath Provider Outreach Campaign 4276,Marketing campaign for VitalPath through Provider Outreach,VitalPath,Provider Outreach,National,2025-12-26,2026-04-15,203,134792.58,paused
4277,DermAssist SMS Campaign 4277,Marketing campaign for DermAssist through SMS,DermAssist,SMS,Northeast,2025-12-04,2025-12-18,429,125611.91,paused
4278,CardioPlus SMS Campaign 4278,Marketing campaign for CardioPlus through SMS,CardioPlus,SMS,West,2024-12-07,2025-03-07,337,131678.35,paused
4279,RespiraCare Webinar Campaign 4279,Marketing campaign for RespiraCare through Webinar,RespiraCare,Webinar,Northeast,2025-05-23,2025-08-10,41,148293.0,planned
4280,DermAssist Referral Campaign 4280,Marketing campaign for DermAssist through Referral,DermAssist,Referral,Midwest,2024-09-28,2025-01-24,409,101989.63,planned
4281,RespiraCare Webinar Campaign 4281,Marketing campaign for RespiraCare through Webinar,RespiraCare,Webinar,West,2025-09-22,2025-11-20,228,84683.15,paused
4282,DermAssist Social Media Campaign 4282,Marketing campaign for DermAssist through Social Media,DermAssist,Social Media,Southwest,2024-09-26,2024-11-02,133,81382.47,planned
4283,CardioPlus Referral Campaign 4283,Marketing campaign for CardioPlus through Referral,CardioPlus,Referral,National,2024-07-01,2024-07-29,47,94870.37,planned
4284,CareBridge Referral Campaign 4284,Marketing campaign for CareBridge through Referral,CareBridge,Referral,National,2025-06-06,2025-07-22,211,153592.95,completed
4285,OncoGuide Paid Search Campaign 4285,Marketing campaign for OncoGuide through Paid Search,OncoGuide,Paid Search,West,2025-07-24,2025-09-04,420,62962.43,paused
4286,NeuroWell Email Campaign 4286,Marketing campaign for NeuroWell through Email,NeuroWell,Email,Southwest,2024-07-17,2024-10-03,341,205227.36,active
4287,CardioPlus Email Campaign 4287,Marketing campaign for CardioPlus through Email,CardioPlus,Email,Southeast,2025-09-05,2025-10-24,355,221533.19,paused
4288,VitalPath Organic Search Campaign 4288,Marketing campaign for VitalPath through Organic Search,VitalPath,Organic Search,Midwest,2024-11-09,2024-12-12,178,5137.02,completed
4289,VitalPath Referral Campaign 4289,Marketing campaign for VitalPath through Referral,VitalPath,Referral,National,2025-06-16,2025-10-13,84,216522.39,active
4290,RespiraCare Display Ads Campaign 4290,Marketing campaign for RespiraCare through Display Ads,RespiraCare,Display Ads,Midwest,2024-06-06,2024-09-25,412,243020.47,completed
4291,CardioPlus Webinar Campaign 4291,Marketing campaign for CardioPlus through Webinar,CardioPlus,Webinar,Southeast,2025-03-30,2025-05-22,198,46102.72,paused
4292,RespiraCare Display Ads Campaign 4292,Marketing campaign for RespiraCare through Display Ads,RespiraCare,Display Ads,Southeast,2024-07-07,2024-09-20,370,246706.66,planned
4293,VitalPath Organic Search Campaign 4293,Marketing campaign for VitalPath through Organic Search,VitalPath,Organic Search,West,2024-11-07,2025-01-15,41,126262.01,planned
4294,OncoGuide Content Marketing Campaign 4294,Marketing campaign for OncoGuide through Content Marketing,OncoGuide,Content Marketing,Southeast,2026-01-05,2026-02-22,177,208548.4,paused
4295,VitalPath Content Marketing Campaign 4295,Marketing campaign for VitalPath through Content Marketing,VitalPath,Content Marketing,West,2025-03-29,2025-06-05,318,248308.25,paused
4296,RespiraCare SMS Campaign 4296,Marketing campaign for RespiraCare through SMS,RespiraCare,SMS,Southwest,2025-04-18,2025-06-13,151,129642.1,completed
4297,CardioPlus Paid Search Campaign 4297,Marketing campaign for CardioPlus through Paid Search,CardioPlus,Paid Search,Southeast,2024-06-10,2024-07-24,143,229762.62,active
4298,DermAssist Content Marketing Campaign 4298,Marketing campaign for DermAssist through Content Marketing,DermAssist,Content Marketing,National,2025-03-06,2025-03-20,354,110436.16,paused
4299,NeuroWell Webinar Campaign 4299,Marketing campaign for NeuroWell through Webinar,NeuroWell,Webinar,Southeast,2025-01-01,2025-04-09,33,96088.59,planned
4300,RespiraCare Referral Campaign 4300,Marketing campaign for RespiraCare through Referral,RespiraCare,Referral,Midwest,2024-07-12,2024-08-14,431,73726.66,paused
4301,DermAssist Provider Outreach Campaign 4301,Marketing campaign for DermAssist through Provider Outreach,DermAssist,Provider Outreach,Northeast,2025-07-30,2025-09-13,217,32350.63,completed
4302,CareBridge Organic Search Campaign 4302,Marketing campaign for CareBridge through Organic Search,CareBridge,Organic Search,National,2025-03-01,2025-05-24,412,177197.0,active
4303,VitalPath Email Campaign 4303,Marketing campaign for VitalPath through Email,VitalPath,Email,Midwest,2026-02-20,2026-03-13,495,165336.03,completed
4304,DermAssist Social Media Campaign 4304,Marketing campaign for DermAssist through Social Media,DermAssist,Social Media,Northeast,2025-05-25,2025-06-11,444,28228.11,active
4305,RespiraCare Social Media Campaign 4305,Marketing campaign for RespiraCare through Social Media,RespiraCare,Social Media,Southeast,2025-10-18,2025-11-17,231,64274.72,paused
4306,VitalPath Paid Search Campaign 4306,Marketing campaign for VitalPath through Paid Search,VitalPath,Paid Search,National,2025-09-23,2025-10-29,414,135613.24,active
4307,DermAssist Provider Outreach Campaign 4307,Marketing campaign for DermAssist through Provider Outreach,DermAssist,Provider Outreach,Northeast,2024-11-24,2025-01-15,234,49449.1,planned
4308,NeuroWell Referral Campaign 4308,Marketing campaign for NeuroWell through Referral,NeuroWell,Referral,Southwest,2024-07-27,2024-10-29,40,175536.54,active
4309,CardioPlus Provider Outreach Campaign 4309,Marketing campaign for CardioPlus through Provider Outreach,CardioPlus,Provider Outreach,Midwest,2025-06-24,2025-09-08,277,105800.52,completed
4310,DermAssist Referral Campaign 4310,Marketing campaign for DermAssist through Referral,DermAssist,Referral,Southeast,2025-01-11,2025-04-14,442,102130.95,completed
4311,RespiraCare Paid Search Campaign 4311,Marketing campaign for RespiraCare through Paid Search,RespiraCare,Paid Search,Northeast,2025-03-19,2025-05-13,363,132152.68,active
4312,OncoGuide SMS Campaign 4312,Marketing campaign for OncoGuide through SMS,OncoGuide,SMS,Southeast,2025-08-18,2025-11-10,349,37458.93,paused
4313,DermAssist Content Marketing Campaign 4313,Marketing campaign for DermAssist through Content Marketing,DermAssist,Content Marketing,West,2025-03-19,2025-06-15,22,70309.7,completed
4314,OncoGuide Referral Campaign 4314,Marketing campaign for OncoGuide through Referral,OncoGuide,Referral,Southwest,2024-08-31,2024-11-21,257,247566.67,planned
4315,NeuroWell Paid Search Campaign 4315,Marketing campaign for NeuroWell through Paid Search,NeuroWell,Paid Search,National,2024-12-28,2025-01-30,23,168452.66,active
4316,VitalPath Paid Search Campaign 4316,Marketing campaign for VitalPath through Paid Search,VitalPath,Paid Search,Southeast,2026-01-10,2026-04-12,277,198789.34,active
4317,CardioPlus Social Media Campaign 4317,Marketing campaign for CardioPlus through Social Media,CardioPlus,Social Media,Southwest,2025-11-17,2025-12-21,470,217262.81,paused
4318,VitalPath Display Ads Campaign 4318,Marketing campaign for VitalPath through Display Ads,VitalPath,Display Ads,Southeast,2024-12-01,2024-12-31,404,137649.59,paused
4319,DermAssist Organic Search Campaign 4319,Marketing campaign for DermAssist through Organic Search,DermAssist,Organic Search,West,2025-06-12,2025-09-23,340,119385.97,paused
4320,NeuroWell Organic Search Campaign 4320,Marketing campaign for NeuroWell through Organic Search,NeuroWell,Organic Search,Southwest,2025-11-12,2026-01-13,15,4554.17,paused
4321,RespiraCare Display Ads Campaign 4321,Marketing campaign for RespiraCare through Display Ads,RespiraCare,Display Ads,National,2025-06-27,2025-08-08,426,242577.47,planned
4322,NeuroWell Social Media Campaign 4322,Marketing campaign for NeuroWell through Social Media,NeuroWell,Social Media,National,2025-02-27,2025-04-05,341,68692.07,completed
4323,DermAssist Display Ads Campaign 4323,Marketing campaign for DermAssist through Display Ads,DermAssist,Display Ads,Southwest,2026-01-09,2026-04-29,388,62951.31,active
4324,VitalPath Display Ads Campaign 4324,Marketing campaign for VitalPath through Display Ads,VitalPath,Display Ads,Northeast,2024-09-14,2024-12-20,67,162146.22,planned
4325,DermAssist Referral Campaign 4325,Marketing campaign for DermAssist through Referral,DermAssist,Referral,West,2024-11-01,2024-12-27,110,91043.86,paused
4326,OncoGuide Display Ads Campaign 4326,Marketing campaign for OncoGuide through Display Ads,OncoGuide,Display Ads,National,2024-10-04,2024-10-25,483,57494.71,active
4327,VitalPath Email Campaign 4327,Marketing campaign for VitalPath through Email,VitalPath,Email,Southeast,2024-08-27,2024-11-19,177,80106.6,completed
4328,OncoGuide SMS Campaign 4328,Marketing campaign for OncoGuide through SMS,OncoGuide,SMS,Midwest,2024-05-19,2024-09-07,373,87519.19,paused
4329,NeuroWell Content Marketing Campaign 4329,Marketing campaign for NeuroWell through Content Marketing,NeuroWell,Content Marketing,Southwest,2025-05-27,2025-08-26,372,199553.66,planned
4330,CareBridge Display Ads Campaign 4330,Marketing campaign for CareBridge through Display Ads,CareBridge,Display Ads,West,2024-12-01,2024-12-28,54,242853.3,planned
4331,CareBridge Webinar Campaign 4331,Marketing campaign for CareBridge through Webinar,CareBridge,Webinar,National,2025-01-21,2025-05-15,299,101733.54,paused
4332,DermAssist Provider Outreach Campaign 4332,Marketing campaign for DermAssist through Provider Outreach,DermAssist,Provider Outreach,Midwest,2024-10-15,2025-01-04,201,153354.37,completed
